RESOLVED_ENTITY_ID,RESOLVED_ENTITY_NAME,RELATED_ENTITY_ID,MATCH_LEVEL,MATCH_LEVEL_CODE,MATCH_KEY,MATCH_KEY_DETAILS,IS_DISCLOSED,IS_AMBIGUOUS,DATA_SOURCE,RECORD_ID,JSON_DATA,FIRST_SEEN_DT,LAST_SEEN_DT,UNMAPPED_DATA,ERRULE_CODE,RELATED_ENTITY_NAME
7,"Kim Long",6,3,"POSSIBLY_RELATED","+ADDRESS-DOB","{""CONFIRMATIONS"":[{""TOKEN"":""ADDRESS"",""FTYPE_CODE"":""ADDRESS"",""SCORE_BEHAVIOR"":""FF"",""SOURCE"":""ADDRESS"",""SCORE"":100,""ADDITIONAL_SCORES"":{""FULL_SCORE"":100},""INBOUND_FEAT_ID"":108,""INBOUND_FEAT_DESC"":""451 Dover Street, Los Angeles, CA 90018"",""CANDIDATE_FEAT_ID"":108,""CANDIDATE_FEAT_DESC"":""451 Dover Street, Los Angeles, CA 90018"",""SCORE_BUCKET"":""SAME""}],""DENIALS"":[{""TOKEN"":""DOB"",""FTYPE_CODE"":""DOB"",""SCORE_BEHAVIOR"":""FMES"",""SOURCE"":""DOB"",""SCORE"":63,""ADDITIONAL_SCORES"":{""FULL_SCORE"":63},""INBOUND_FEAT_ID"":107,""INBOUND_FEAT_DESC"":""17-OCT-1983"",""CANDIDATE_FEAT_ID"":134,""CANDIDATE_FEAT_DESC"":""24-NOV-1975"",""SCORE_BUCKET"":""NO_CHANCE""}]}",0,0,"EMPLOYEES","PQR678","{""RECORD_ID"":""PQR678"",""NAME_FIRST"":""Craig"",""NAME_LAST"":""Smith"",""MOBILE_PHONE_NUMBER"":""818-555-1212"",""HOME_PHONE_NUMBER"":""818-888-3939"",""ADDR_FULL"":""451 Dover Street, Los Angeles, CA 90018"",""DATE_OF_BIRTH"":""17-OCT-1983"",""DATA_SOURCE"":""EMPLOYEES""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","SFF","Craig Smith"
8,"Katrina Osmond",0,0,"","","",0,0,"EMPLOYEES","DEF890","{""RECORD_ID"":""DEF890"",""NAME_FIRST"":""Katrina"",""NAME_LAST"":""Osmond"",""MOBILE_PHONE_NUMBER"":""818-444-2121"",""HOME_PHONE_NUMBER"":""818-111-2222"",""ADDR_FULL"":""707 Seventh Ave, Los Angeles, CA 90043"",""DATE_OF_BIRTH"":""27-JUN-1980"",""DATA_SOURCE"":""EMPLOYEES""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","",""
8,"Katrina Osmond",5,3,"POSSIBLY_RELATED","+PHONE-DOB","{""CONFIRMATIONS"":[{""TOKEN"":""PHONE"",""FTYPE_CODE"":""PHONE"",""SCORE_BEHAVIOR"":""F1"",""SOURCE"":""PHONE"",""SCORE"":100,""ADDITIONAL_SCORES"":{""FULL_SCORE"":100},""INBOUND_FEAT_ID"":83,""INBOUND_FEAT_DESC"":""818-444-2121"",""INBOUND_FEAT_USAGE_TYPE"":""MOBILE"",""CANDIDATE_FEAT_ID"":83,""CANDIDATE_FEAT_DESC"":""818-444-2121"",""CANDIDATE_FEAT_USAGE_TYPE"":""MOBILE"",""SCORE_BUCKET"":""SAME""}],""DENIALS"":[{""TOKEN"":""DOB"",""FTYPE_CODE"":""DOB"",""SCORE_BEHAVIOR"":""FMES"",""SOURCE"":""DOB"",""SCORE"":80,""ADDITIONAL_SCORES"":{""FULL_SCORE"":80},""INBOUND_FEAT_ID"":81,""INBOUND_FEAT_DESC"":""22-AUG-1981"",""CANDIDATE_FEAT_ID"":160,""CANDIDATE_FEAT_DESC"":""27-JUN-1980"",""SCORE_BUCKET"":""UNLIKELY""}]}",0,0,"EMPLOYEES","MNO345","{""RECORD_ID"":""MNO345"",""NAME_FIRST"":""Bill"",""NAME_LAST"":""Bandley"",""MOBILE_PHONE_NUMBER"":""818-444-2121"",""HOME_PHONE_NUMBER"":""818-123-4567"",""ADDR_FULL"":""101 Main Street, Los Angeles, CA 90011"",""DATE_OF_BIRTH"":""22-AUG-1981"",""DATA_SOURCE"":""EMPLOYEES""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","SF1","Bill Bandley"
8,"Katrina Osmond",12,3,"POSSIBLY_RELATED","+ADDRESS-DOB","{""CONFIRMATIONS"":[{""TOKEN"":""ADDRESS"",""FTYPE_CODE"":""ADDRESS"",""SCORE_BEHAVIOR"":""FF"",""SOURCE"":""ADDRESS"",""SCORE"":100,""ADDITIONAL_SCORES"":{""FULL_SCORE"":100},""INBOUND_FEAT_ID"":161,""INBOUND_FEAT_DESC"":""707 Seventh Ave, Los Angeles, CA 90043"",""CANDIDATE_FEAT_ID"":161,""CANDIDATE_FEAT_DESC"":""707 Seventh Ave, Los Angeles, CA 90043"",""SCORE_BUCKET"":""SAME""}],""DENIALS"":[{""TOKEN"":""DOB"",""FTYPE_CODE"":""DOB"",""SCORE_BEHAVIOR"":""FMES"",""SOURCE"":""DOB"",""SCORE"":68,""ADDITIONAL_SCORES"":{""FULL_SCORE"":68},""INBOUND_FEAT_ID"":236,""INBOUND_FEAT_DESC"":""15-JAN-1979"",""CANDIDATE_FEAT_ID"":160,""CANDIDATE_FEAT_DESC"":""27-JUN-1980"",""SCORE_BUCKET"":""NO_CHANCE""}]}",0,0,"VIPS","JKL456","{""RECORD_ID"":""JKL456"",""NAME_FIRST"":""Kelly"",""NAME_LAST"":""Rogers"",""MOBILE_PHONE_NUMBER"":""818-333-7171"",""HOME_PHONE_NUMBER"":""818-789-6543"",""ADDR_FULL"":""707 Seventh Ave, Los Angeles, CA 90043"",""DATE_OF_BIRTH"":""15-JAN-1979"",""DATA_SOURCE"":""VIPS""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","SFF","Kelly Rogers"
9,"Martha Wayne",0,0,"","","",0,0,"VIPS","STU901","{""RECORD_ID"":""STU901"",""NAME_FIRST"":""Martha"",""NAME_LAST"":""Wayne"",""MOBILE_PHONE_NUMBER"":""818-891-9292"",""HOME_PHONE_NUMBER"":""818-987-1234"",""ADDR_FULL"":""888 Sepulveda Blvd, Los Angeles, CA 90034"",""DATE_OF_BIRTH"":""27-NOV-1973"",""DATA_SOURCE"":""VIPS""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","",""
9,"Martha Wayne",11,3,"POSSIBLY_RELATED","+PNAME+ADDRESS-DOB","{""CONFIRMATIONS"":[{""TOKEN"":""PNAME"",""FTYPE_CODE"":""NAME"",""SCORE_BEHAVIOR"":""NAME"",""SOURCE"":""/PART_NAME"",""SCORE"":68,""ADDITIONAL_SCORES"":{""GNR_FN"":68,""GNR_SN"":34,""GNR_GN"":100,""GNR_ON"":-1,""GENERATION_MATCH"":-1},""INBOUND_FEAT_ID"":221,""INBOUND_FEAT_DESC"":""Martha Kent"",""CANDIDATE_FEAT_ID"":176,""CANDIDATE_FEAT_DESC"":""Martha Wayne"",""SCORE_BUCKET"":""UNLIKELY""},{""TOKEN"":""ADDRESS"",""FTYPE_CODE"":""ADDRESS"",""SCORE_BEHAVIOR"":""FF"",""SOURCE"":""ADDRESS"",""SCORE"":100,""ADDITIONAL_SCORES"":{""FULL_SCORE"":100},""INBOUND_FEAT_ID"":178,""INBOUND_FEAT_DESC"":""888 Sepulveda Blvd, Los Angeles, CA 90034"",""CANDIDATE_FEAT_ID"":178,""CANDIDATE_FEAT_DESC"":""888 Sepulveda Blvd, Los Angeles, CA 90034"",""SCORE_BUCKET"":""SAME""}],""DENIALS"":[{""TOKEN"":""DOB"",""FTYPE_CODE"":""DOB"",""SCORE_BEHAVIOR"":""FMES"",""SOURCE"":""DOB"",""SCORE"":68,""ADDITIONAL_SCORES"":{""FULL_SCORE"":68},""INBOUND_FEAT_ID"":222,""INBOUND_FEAT_DESC"":""17-AUG-1978"",""CANDIDATE_FEAT_ID"":177,""CANDIDATE_FEAT_DESC"":""27-NOV-1973"",""SCORE_BUCKET"":""NO_CHANCE""}]}",0,0,"VIPS","GHI123","{""RECORD_ID"":""GHI123"",""NAME_FIRST"":""Martha"",""NAME_LAST"":""Kent"",""MOBILE_PHONE_NUMBER"":""818-333-5757"",""HOME_PHONE_NUMBER"":""818-123-9876"",""ADDR_FULL"":""888 Sepulveda Blvd, Los Angeles, CA 90034"",""DATE_OF_BIRTH"":""17-AUG-1978"",""DATA_SOURCE"":""VIPS""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","SFF","Martha Kent"
10,"Jane Johnson",0,0,"","","",0,0,"VIPS","XYZ234","{""RECORD_ID"":""XYZ234"",""NAME_FIRST"":""Jane"",""NAME_LAST"":""Johnson"",""MOBILE_PHONE_NUMBER"":""818-333-7171"",""HOME_PHONE_NUMBER"":""818-123-9876"",""ADDR_FULL"":""400 River Street, Pasadena, CA 90034"",""DATE_OF_BIRTH"":""6-SEP-1975"",""DATA_SOURCE"":""VIPS""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","",""
10,"Jane Johnson",4,3,"POSSIBLY_RELATED","+PNAME+ADDRESS-DOB","{""CONFIRMATIONS"":[{""TOKEN"":""PNAME"",""FTYPE_CODE"":""NAME"",""SCORE_BEHAVIOR"":""NAME"",""SOURCE"":""/PART_NAME"",""SCORE"":84,""ADDITIONAL_SCORES"":{""GNR_FN"":84,""GNR_SN"":68,""GNR_GN"":100,""GNR_ON"":-1,""GENERATION_MATCH"":-1},""INBOUND_FEAT_ID"":63,""INBOUND_FEAT_DESC"":""Jane Donaldson"",""CANDIDATE_FEAT_ID"":195,""CANDIDATE_FEAT_DESC"":""Jane Johnson"",""SCORE_BUCKET"":""LIKELY""},{""TOKEN"":""ADDRESS"",""FTYPE_CODE"":""ADDRESS"",""SCORE_BEHAVIOR"":""FF"",""SOURCE"":""ADDRESS"",""SCORE"":100,""ADDITIONAL_SCORES"":{""FULL_SCORE"":100},""INBOUND_FEAT_ID"":65,""INBOUND_FEAT_DESC"":""400 River Street, Pasadena, CA 90034"",""CANDIDATE_FEAT_ID"":65,""CANDIDATE_FEAT_DESC"":""400 River Street, Pasadena, CA 90034"",""SCORE_BUCKET"":""SAME""}],""DENIALS"":[{""TOKEN"":""DOB"",""FTYPE_CODE"":""DOB"",""SCORE_BEHAVIOR"":""FMES"",""SOURCE"":""DOB"",""SCORE"":66,""ADDITIONAL_SCORES"":{""FULL_SCORE"":66},""INBOUND_FEAT_ID"":64,""INBOUND_FEAT_DESC"":""23-MAY-1973"",""CANDIDATE_FEAT_ID"":196,""CANDIDATE_FEAT_DESC"":""6-SEP-1975"",""SCORE_BUCKET"":""NO_CHANCE""}]}",0,0,"PASSENGERS","JKL012","{""RECORD_ID"":""JKL012"",""NAME_FIRST"":""Jane"",""NAME_LAST"":""Donaldson"",""MOBILE_PHONE_NUMBER"":""818-555-1313"",""HOME_PHONE_NUMBER"":""818-222-3131"",""ADDR_FULL"":""400 River Street, Pasadena, CA 90034"",""DATE_OF_BIRTH"":""23-MAY-1973"",""DATA_SOURCE"":""PASSENGERS""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","SFF","Jane Donaldson"
10,"Jane Johnson",11,3,"POSSIBLY_RELATED","+PHONE-DOB","{""CONFIRMATIONS"":[{""TOKEN"":""PHONE"",""FTYPE_CODE"":""PHONE"",""SCORE_BEHAVIOR"":""FF"",""SOURCE"":""PHONE"",""SCORE"":100,""ADDITIONAL_SCORES"":{""FULL_SCORE"":100},""INBOUND_FEAT_ID"":197,""INBOUND_FEAT_DESC"":""818-123-9876"",""INBOUND_FEAT_USAGE_TYPE"":""HOME"",""CANDIDATE_FEAT_ID"":197,""CANDIDATE_FEAT_DESC"":""818-123-9876"",""CANDIDATE_FEAT_USAGE_TYPE"":""HOME"",""SCORE_BUCKET"":""SAME""}],""DENIALS"":[{""TOKEN"":""DOB"",""FTYPE_CODE"":""DOB"",""SCORE_BEHAVIOR"":""FMES"",""SOURCE"":""DOB"",""SCORE"":68,""ADDITIONAL_SCORES"":{""FULL_SCORE"":68},""INBOUND_FEAT_ID"":222,""INBOUND_FEAT_DESC"":""17-AUG-1978"",""CANDIDATE_FEAT_ID"":196,""CANDIDATE_FEAT_DESC"":""6-SEP-1975"",""SCORE_BUCKET"":""NO_CHANCE""}]}",0,0,"VIPS","GHI123","{""RECORD_ID"":""GHI123"",""NAME_FIRST"":""Martha"",""NAME_LAST"":""Kent"",""MOBILE_PHONE_NUMBER"":""818-333-5757"",""HOME_PHONE_NUMBER"":""818-123-9876"",""ADDR_FULL"":""888 Sepulveda Blvd, Los Angeles, CA 90034"",""DATE_OF_BIRTH"":""17-AUG-1978"",""DATA_SOURCE"":""VIPS""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","SFF","Martha Kent"
10,"Jane Johnson",12,3,"POSSIBLY_RELATED","+PHONE-DOB","{""CONFIRMATIONS"":[{""TOKEN"":""PHONE"",""FTYPE_CODE"":""PHONE"",""SCORE_BEHAVIOR"":""F1"",""SOURCE"":""PHONE"",""SCORE"":100,""ADDITIONAL_SCORES"":{""FULL_SCORE"":100},""INBOUND_FEAT_ID"":198,""INBOUND_FEAT_DESC"":""818-333-7171"",""INBOUND_FEAT_USAGE_TYPE"":""MOBILE"",""CANDIDATE_FEAT_ID"":198,""CANDIDATE_FEAT_DESC"":""818-333-7171"",""CANDIDATE_FEAT_USAGE_TYPE"":""MOBILE"",""SCORE_BUCKET"":""SAME""}],""DENIALS"":[{""TOKEN"":""DOB"",""FTYPE_CODE"":""DOB"",""SCORE_BEHAVIOR"":""FMES"",""SOURCE"":""DOB"",""SCORE"":72,""ADDITIONAL_SCORES"":{""FULL_SCORE"":72},""INBOUND_FEAT_ID"":236,""INBOUND_FEAT_DESC"":""15-JAN-1979"",""CANDIDATE_FEAT_ID"":196,""CANDIDATE_FEAT_DESC"":""6-SEP-1975"",""SCORE_BUCKET"":""NO_CHANCE""}]}",0,0,"VIPS","JKL456","{""RECORD_ID"":""JKL456"",""NAME_FIRST"":""Kelly"",""NAME_LAST"":""Rogers"",""MOBILE_PHONE_NUMBER"":""818-333-7171"",""HOME_PHONE_NUMBER"":""818-789-6543"",""ADDR_FULL"":""707 Seventh Ave, Los Angeles, CA 90043"",""DATE_OF_BIRTH"":""15-JAN-1979"",""DATA_SOURCE"":""VIPS""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","SF1","Kelly Rogers"
11,"Martha Kent",0,0,"","","",0,0,"VIPS","GHI123","{""RECORD_ID"":""GHI123"",""NAME_FIRST"":""Martha"",""NAME_LAST"":""Kent"",""MOBILE_PHONE_NUMBER"":""818-333-5757"",""HOME_PHONE_NUMBER"":""818-123-9876"",""ADDR_FULL"":""888 Sepulveda Blvd, Los Angeles, CA 90034"",""DATE_OF_BIRTH"":""17-AUG-1978"",""DATA_SOURCE"":""VIPS""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","",""
11,"Martha Kent",9,3,"POSSIBLY_RELATED","+PNAME+ADDRESS-DOB","{""CONFIRMATIONS"":[{""TOKEN"":""PNAME"",""FTYPE_CODE"":""NAME"",""SCORE_BEHAVIOR"":""NAME"",""SOURCE"":""/PART_NAME"",""SCORE"":68,""ADDITIONAL_SCORES"":{""GNR_FN"":68,""GNR_SN"":34,""GNR_GN"":100,""GNR_ON"":-1,""GENERATION_MATCH"":-1},""INBOUND_FEAT_ID"":176,""INBOUND_FEAT_DESC"":""Martha Wayne"",""CANDIDATE_FEAT_ID"":221,""CANDIDATE_FEAT_DESC"":""Martha Kent"",""SCORE_BUCKET"":""UNLIKELY""},{""TOKEN"":""ADDRESS"",""FTYPE_CODE"":""ADDRESS"",""SCORE_BEHAVIOR"":""FF"",""SOURCE"":""ADDRESS"",""SCORE"":100,""ADDITIONAL_SCORES"":{""FULL_SCORE"":100},""INBOUND_FEAT_ID"":178,""INBOUND_FEAT_DESC"":""888 Sepulveda Blvd, Los Angeles, CA 90034"",""CANDIDATE_FEAT_ID"":178,""CANDIDATE_FEAT_DESC"":""888 Sepulveda Blvd, Los Angeles, CA 90034"",""SCORE_BUCKET"":""SAME""}],""DENIALS"":[{""TOKEN"":""DOB"",""FTYPE_CODE"":""DOB"",""SCORE_BEHAVIOR"":""FMES"",""SOURCE"":""DOB"",""SCORE"":68,""ADDITIONAL_SCORES"":{""FULL_SCORE"":68},""INBOUND_FEAT_ID"":177,""INBOUND_FEAT_DESC"":""27-NOV-1973"",""CANDIDATE_FEAT_ID"":222,""CANDIDATE_FEAT_DESC"":""17-AUG-1978"",""SCORE_BUCKET"":""NO_CHANCE""}]}",0,0,"VIPS","STU901","{""RECORD_ID"":""STU901"",""NAME_FIRST"":""Martha"",""NAME_LAST"":""Wayne"",""MOBILE_PHONE_NUMBER"":""818-891-9292"",""HOME_PHONE_NUMBER"":""818-987-1234"",""ADDR_FULL"":""888 Sepulveda Blvd, Los Angeles, CA 90034"",""DATE_OF_BIRTH"":""27-NOV-1973"",""DATA_SOURCE"":""VIPS""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","SFF","Martha Wayne"
11,"Martha Kent",10,3,"POSSIBLY_RELATED","+PHONE-DOB","{""CONFIRMATIONS"":[{""TOKEN"":""PHONE"",""FTYPE_CODE"":""PHONE"",""SCORE_BEHAVIOR"":""FF"",""SOURCE"":""PHONE"",""SCORE"":100,""ADDITIONAL_SCORES"":{""FULL_SCORE"":100},""INBOUND_FEAT_ID"":197,""INBOUND_FEAT_DESC"":""818-123-9876"",""INBOUND_FEAT_USAGE_TYPE"":""HOME"",""CANDIDATE_FEAT_ID"":197,""CANDIDATE_FEAT_DESC"":""818-123-9876"",""CANDIDATE_FEAT_USAGE_TYPE"":""HOME"",""SCORE_BUCKET"":""SAME""}],""DENIALS"":[{""TOKEN"":""DOB"",""FTYPE_CODE"":""DOB"",""SCORE_BEHAVIOR"":""FMES"",""SOURCE"":""DOB"",""SCORE"":68,""ADDITIONAL_SCORES"":{""FULL_SCORE"":68},""INBOUND_FEAT_ID"":196,""INBOUND_FEAT_DESC"":""6-SEP-1975"",""CANDIDATE_FEAT_ID"":222,""CANDIDATE_FEAT_DESC"":""17-AUG-1978"",""SCORE_BUCKET"":""NO_CHANCE""}]}",0,0,"VIPS","XYZ234","{""RECORD_ID"":""XYZ234"",""NAME_FIRST"":""Jane"",""NAME_LAST"":""Johnson"",""MOBILE_PHONE_NUMBER"":""818-333-7171"",""HOME_PHONE_NUMBER"":""818-123-9876"",""ADDR_FULL"":""400 River Street, Pasadena, CA 90034"",""DATE_OF_BIRTH"":""6-SEP-1975"",""DATA_SOURCE"":""VIPS""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","SFF","Jane Johnson"
12,"Kelly Rogers",0,0,"","","",0,0,"VIPS","JKL456","{""RECORD_ID"":""JKL456"",""NAME_FIRST"":""Kelly"",""NAME_LAST"":""Rogers"",""MOBILE_PHONE_NUMBER"":""818-333-7171"",""HOME_PHONE_NUMBER"":""818-789-6543"",""ADDR_FULL"":""707 Seventh Ave, Los Angeles, CA 90043"",""DATE_OF_BIRTH"":""15-JAN-1979"",""DATA_SOURCE"":""VIPS""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","",""
12,"Kelly Rogers",8,3,"POSSIBLY_RELATED","+ADDRESS-DOB","{""CONFIRMATIONS"":[{""TOKEN"":""ADDRESS"",""FTYPE_CODE"":""ADDRESS"",""SCORE_BEHAVIOR"":""FF"",""SOURCE"":""ADDRESS"",""SCORE"":100,""ADDITIONAL_SCORES"":{""FULL_SCORE"":100},""INBOUND_FEAT_ID"":161,""INBOUND_FEAT_DESC"":""707 Seventh Ave, Los Angeles, CA 90043"",""CANDIDATE_FEAT_ID"":161,""CANDIDATE_FEAT_DESC"":""707 Seventh Ave, Los Angeles, CA 90043"",""SCORE_BUCKET"":""SAME""}],""DENIALS"":[{""TOKEN"":""DOB"",""FTYPE_CODE"":""DOB"",""SCORE_BEHAVIOR"":""FMES"",""SOURCE"":""DOB"",""SCORE"":68,""ADDITIONAL_SCORES"":{""FULL_SCORE"":68},""INBOUND_FEAT_ID"":160,""INBOUND_FEAT_DESC"":""27-JUN-1980"",""CANDIDATE_FEAT_ID"":236,""CANDIDATE_FEAT_DESC"":""15-JAN-1979"",""SCORE_BUCKET"":""NO_CHANCE""}]}",0,0,"EMPLOYEES","DEF890","{""RECORD_ID"":""DEF890"",""NAME_FIRST"":""Katrina"",""NAME_LAST"":""Osmond"",""MOBILE_PHONE_NUMBER"":""818-444-2121"",""HOME_PHONE_NUMBER"":""818-111-2222"",""ADDR_FULL"":""707 Seventh Ave, Los Angeles, CA 90043"",""DATE_OF_BIRTH"":""27-JUN-1980"",""DATA_SOURCE"":""EMPLOYEES""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","SFF","Katrina Osmond"
12,"Kelly Rogers",10,3,"POSSIBLY_RELATED","+PHONE-DOB","{""CONFIRMATIONS"":[{""TOKEN"":""PHONE"",""FTYPE_CODE"":""PHONE"",""SCORE_BEHAVIOR"":""F1"",""SOURCE"":""PHONE"",""SCORE"":100,""ADDITIONAL_SCORES"":{""FULL_SCORE"":100},""INBOUND_FEAT_ID"":198,""INBOUND_FEAT_DESC"":""818-333-7171"",""INBOUND_FEAT_USAGE_TYPE"":""MOBILE"",""CANDIDATE_FEAT_ID"":198,""CANDIDATE_FEAT_DESC"":""818-333-7171"",""CANDIDATE_FEAT_USAGE_TYPE"":""MOBILE"",""SCORE_BUCKET"":""SAME""}],""DENIALS"":[{""TOKEN"":""DOB"",""FTYPE_CODE"":""DOB"",""SCORE_BEHAVIOR"":""FMES"",""SOURCE"":""DOB"",""SCORE"":72,""ADDITIONAL_SCORES"":{""FULL_SCORE"":72},""INBOUND_FEAT_ID"":196,""INBOUND_FEAT_DESC"":""6-SEP-1975"",""CANDIDATE_FEAT_ID"":236,""CANDIDATE_FEAT_DESC"":""15-JAN-1979"",""SCORE_BUCKET"":""NO_CHANCE""}]}",0,0,"VIPS","XYZ234","{""RECORD_ID"":""XYZ234"",""NAME_FIRST"":""Jane"",""NAME_LAST"":""Johnson"",""MOBILE_PHONE_NUMBER"":""818-333-7171"",""HOME_PHONE_NUMBER"":""818-123-9876"",""ADDR_FULL"":""400 River Street, Pasadena, CA 90034"",""DATE_OF_BIRTH"":""6-SEP-1975"",""DATA_SOURCE"":""VIPS""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","SF1","Jane Johnson"
100002,"Joseph W Schmoe",0,0,"","","",0,0,"TEST","ABC123","{""DATA_SOURCE"":""TEST"",""RECORD_ID"":""ABC123"",""NAME_FULL"":""Joe Schmoe"",""PHONE_NUMBER"":""702-555-1212"",""EMAIL_ADDRESS"":""joeschmoe@nowhere.com""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","",""
100002,"Joseph W Schmoe",0,1,"RESOLVED","+NAME+EMAIL","",0,0,"TEST","XYZ987","{""DATA_SOURCE"":""TEST"",""RECORD_ID"":""XYZ987"",""NAME_FULL"":""Joseph Schmoe"",""WORK_PHONE_NUMBER"":""702-555-1313"",""ADDR_FULL"":""101 Main St.; Las Vegas, NV 89101"",""EMAIL_ADDRESS"":""joeschmoe@nowhere.com""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","SF1_CNAME",""
100002,"Joseph W Schmoe",0,1,"RESOLVED","+NAME+ADDRESS+PHONE","",0,0,"TEST","ZYX789","{""DATA_SOURCE"":""TEST"",""RECORD_ID"":""ZYX789"",""NAME_FULL"":""Joseph W. Schmoe"",""HOME_PHONE_NUMBER"":""702-555-1212"",""WORK_PHONE_NUMBER"":""702-555-1313"",""ADDR_FULL"":""101 Main St.; Las Vegas, NV 89101""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","MFF_CNAME",""
